Entry No;Booking date;Ledger account;Amount;Posted by;Narration
g_8;10/01/2023;Deductible input tax, 19%;35.49;Fred;Lawn Mower
g_8;10/01/2023;Trade payables;-222.29;Fred;Lawn Mower
i_100;10/01/2023;Cash-in-hand;33.18;Bob;Shovel
i_100;10/01/2023;Trade receivables;-33.18;Bob;Shovel
i_27;10/01/2023;Trade receivables;366.78;Fred;Lawn Mower
i_27;10/01/2023;Revenue, 19% VAT;-308.22;Fred;Lawn Mower
i_27;10/01/2023;VAT payable, 19%;-58.56;Fred;Lawn Mower
i_67;10/01/2023;Cash-in-hand;39.27;Charlie;Garden Hose
i_67;10/01/2023;Trade receivables;-39.27;Charlie;Garden Hose
x_11;10/01/2023;Salaries;251.0;Alice;Wage tax Charlie January
x_11;10/01/2023;Bank (Postbank) — main account;-251.0;Alice;Wage tax Charlie January
x_14;10/01/2023;Salaries;251.0;Alice;Wage tax David January
x_14;10/01/2023;Bank (Postbank) — main account;-251.0;Alice;Wage tax David January
x_2;10/01/2023;Salaries;317.08;Alice;Wage tax Max January
x_2;10/01/2023;Bank (Postbank) — main account;-317.08;Alice;Wage tax Max January
x_5;10/01/2023;Salaries;317.08;Alice;Wage tax Alice January
x_5;10/01/2023;Bank (Postbank) — main account;-317.08;Alice;Wage tax Alice January
x_8;10/01/2023;Salaries;317.08;Alice;Wage tax Bob January
x_8;10/01/2023;Bank (Postbank) — main account;-317.08;Alice;Wage tax Bob January
a_663;11/01/2023;Trade payables;38.22;Fred;Rake
a_663;11/01/2023;Bank (Postbank) — main account;-38.22;Fred;Rake
a_95;11/01/2023;Cost of merchandise, 19% input tax;80.3;Max;Rake
a_95;11/01/2023;Deductible input tax, 19%;15.26;Max;Rake
a_95;11/01/2023;Trade payables;-95.56;Max;Rake
c_272;11/01/2023;Trade receivables;63.07;David;Rake
c_272;11/01/2023;Revenue, 19% VAT;-53.0;David;Rake
c_272;11/01/2023;VAT payable, 19%;-10.07;David;Rake
f_156;11/01/2023;Cost of merchandise, 19% input tax;722.7;Bob;Wheelbarrow
f_156;11/01/2023;Deductible input tax, 19%;137.31;Bob;Wheelbarrow
f_156;11/01/2023;Trade payables;-860.01;Bob;Wheelbarrow
f_226;11/01/2023;Trade payables;166.6;Bob;Watering Can
f_226;11/01/2023;Bank (Postbank) — main account;-166.6;Bob;Watering Can
g_265;11/01/2023;Trade payables;1390.16;Charlie;Leaf Blower
g_265;11/01/2023;Cash-in-hand;-1390.16;Charlie;Leaf Blower
h_87;11/01/2023;Trade receivables;239.14;David;Hedge Trimmer
h_87;11/01/2023;Revenue, 19% VAT;-200.96;David;Hedge Trimmer
h_87;11/01/2023;VAT payable, 19%;-38.18;David;Hedge Trimmer
i_91;11/01/2023;Cash-in-hand;366.78;Bob;Lawn Mower
i_91;11/01/2023;Trade receivables;-366.78;Bob;Lawn Mower
a_366;12/01/2023;Cost of merchandise, 19% input tax;3736.0;Alice;Lawn Mower
a_366;12/01/2023;Deductible input tax, 19%;709.84;Alice;Lawn Mower
a_366;12/01/2023;Trade payables;-4445.84;Alice;Lawn Mower
a_493;12/01/2023;Cost of merchandise, 19% input tax;22.32;David;Gardening Gloves
a_493;12/01/2023;Deductible input tax, 19%;4.24;David;Gardening Gloves
a_493;12/01/2023;Trade payables;-26.56;David;Gardening Gloves
a_60;12/01/2023;Cost of merchandise, 19% input tax;21.08;Bob;Gardening Gloves
a_60;12/01/2023;Deductible input tax, 19%;4.01;Bob;Gardening Gloves
a_60;12/01/2023;Trade payables;-25.09;Bob;Gardening Gloves
a_633;12/01/2023;Trade payables;1159.54;Bob;Hedge Trimmer
a_633;12/01/2023;Bank (Postbank) — main account;-1159.54;Bob;Hedge Trimmer
a_93;12/01/2023;Cost of merchandise, 19% input tax;1307.6;David;Lawn Mower
a_93;12/01/2023;Deductible input tax, 19%;248.44;David;Lawn Mower
a_93;12/01/2023;Trade payables;-1556.04;David;Lawn Mower
b_111;12/01/2023;Cost of merchandise, 19% input tax;20.0;Max;Garden Hose
b_111;12/01/2023;Deductible input tax, 19%;3.8;Max;Garden Hose
b_111;12/01/2023;Trade payables;-23.8;Max;Garden Hose
b_428;12/01/2023;Trade payables;77.23;Fred;Leaf Blower
b_428;12/01/2023;Cash-in-hand;-77.23;Fred;Leaf Blower
b_566;12/01/2023;Trade payables;1.48;Bob;Gardening Gloves
b_566;12/01/2023;Cash-in-hand;-1.48;Bob;Gardening Gloves
b_621;12/01/2023;Trade payables;222.29;Alice;Lawn Mower
b_621;12/01/2023;Cash-in-hand;-222.29;Alice;Lawn Mower
c_152;12/01/2023;Trade receivables;157.66;David;Wheelbarrow
c_152;12/01/2023;Revenue, 19% VAT;-132.49;David;Wheelbarrow
c_152;12/01/2023;VAT payable, 19%;-25.17;David;Wheelbarrow
c_443;12/01/2023;Bank (Postbank) — main account;39.27;Max;Garden Hose
c_443;12/01/2023;Trade receivables;-39.27;Max;Garden Hose
c_602;12/01/2023;Bank (Postbank) — main account;366.78;Max;Lawn Mower
c_602;12/01/2023;Trade receivables;-366.78;Max;Lawn Mower
f_245;12/01/2023;Trade payables;444.58;Fred;Lawn Mower
f_245;12/01/2023;Bank (Postbank) — main account;-444.58;Fred;Lawn Mower
f_362;12/01/2023;Trade payables;257.9;Charlie;Garden Shears
f_362;12/01/2023;Bank (Postbank) — main account;-257.9;Charlie;Garden Shears
f_392;12/01/2023;Trade payables;402.22;Bob;Shovel
f_392;12/01/2023;Bank (Postbank) — main account;-402.22;Bob;Shovel
g_111;12/01/2023;Cost of merchandise, 19% input tax;1.24;Fred;Gardening Gloves
g_111;12/01/2023;Deductible input tax, 19%;0.24;Fred;Gardening Gloves
g_111;12/01/2023;Trade payables;-1.48;Fred;Gardening Gloves
i_50;12/01/2023;Trade receivables;33.18;Bob;Shovel
i_50;12/01/2023;Revenue, 19% VAT;-27.88;Bob;Shovel
i_50;12/01/2023;VAT payable, 19%;-5.3;Bob;Shovel
a_163;13/01/2023;Cost of merchandise, 19% input tax;32.12;Bob;Rake
a_163;13/01/2023;Deductible input tax, 19%;6.1;Bob;Rake
a_163;13/01/2023;Trade payables;-38.22;Bob;Rake
a_389;13/01/2023;Cost of merchandise, 19% input tax;112.42;Bob;Rake
a_389;13/01/2023;Deductible input tax, 19%;21.36;Bob;Rake
a_389;13/01/2023;Trade payables;-133.78;Bob;Rake
a_712;13/01/2023;Trade payables;107.46;Bob;Garden Shears
a_712;13/01/2023;Bank (Postbank) — main account;-107.46;Bob;Garden Shears
a_774;13/01/2023;Trade payables;308.92;Max;Leaf Blower
a_774;13/01/2023;Bank (Postbank) — main account;-308.92;Max;Leaf Blower
a_830;13/01/2023;Trade payables;279.39;Alice;Garden Shears
a_830;13/01/2023;Bank (Postbank) — main account;-279.39;Alice;Garden Shears
b_41;13/01/2023;Cost of merchandise, 19% input tax;16.06;David;Rake
b_41;13/01/2023;Deductible input tax, 19%;3.05;David;Rake
b_41;13/01/2023;Trade payables;-19.11;David;Rake
b_441;13/01/2023;Trade payables;19.11;David;Rake
b_441;13/01/2023;Cash-in-hand;-19.11;David;Rake
b_541;13/01/2023;Trade payables;1.48;David;Gardening Gloves
b_541;13/01/2023;Cash-in-hand;-1.48;David;Gardening Gloves
b_585;13/01/2023;Trade payables;11.9;Max;Watering Can
b_585;13/01/2023;Cash-in-hand;-11.9;Max;Watering Can
b_795;13/01/2023;Trade payables;11.9;David;Watering Can
b_795;13/01/2023;Cash-in-hand;-11.9;David;Watering Can
c_302;13/01/2023;Trade receivables;315.33;David;Wheelbarrow
c_302;13/01/2023;Revenue, 19% VAT;-264.98;David;Wheelbarrow
c_302;13/01/2023;VAT payable, 19%;-50.35;David;Wheelbarrow
c_357;13/01/2023;Bank (Postbank) — main account;157.66;David;Wheelbarrow
c_357;13/01/2023;Trade receivables;-157.66;David;Wheelbarrow
c_482;13/01/2023;Bank (Postbank) — main account;157.66;David;Wheelbarrow
c_482;13/01/2023;Trade receivables;-157.66;David;Wheelbarrow
c_622;13/01/2023;Bank (Postbank) — main account;63.07;David;Rake
c_622;13/01/2023;Trade receivables;-63.07;David;Rake
f_112;13/01/2023;Cost of merchandise, 19% input tax;160.0;Bob;Watering Can
f_112;13/01/2023;Deductible input tax, 19%;30.4;Bob;Watering Can
f_112;13/01/2023;Trade payables;-190.4;Bob;Watering Can
g_261;13/01/2023;Trade payables;1.48;Fred;Gardening Gloves
g_261;13/01/2023;Cash-in-hand;-1.48;Fred;Gardening Gloves
i_41;13/01/2023;Trade receivables;366.78;Bob;Lawn Mower
i_41;13/01/2023;Revenue, 19% VAT;-308.22;Bob;Lawn Mower
i_41;13/01/2023;VAT payable, 19%;-58.56;Bob;Lawn Mower
x_20;13/01/2023;Insurance premiums;1300.0;Alice;Insurance January
x_20;13/01/2023;Bank (Postbank) — main account;-1300.0;Alice;Insurance January
a_149;16/01/2023;Cost of merchandise, 19% input tax;1168.2;David;Leaf Blower
a_149;16/01/2023;Deductible input tax, 19%;221.96;David;Leaf Blower
a_149;16/01/2023;Trade payables;-1390.16;David;Leaf Blower
a_244;16/01/2023;Cost of merchandise, 19% input tax;6.2;Max;Gardening Gloves
a_244;16/01/2023;Deductible input tax, 19%;1.18;Max;Gardening Gloves
a_244;16/01/2023;Trade payables;-7.38;Max;Gardening Gloves
a_346;16/01/2023;Cost of merchandise, 19% input tax;609.0;Alice;Hedge Trimmer
a_346;16/01/2023;Deductible input tax, 19%;115.71;Alice;Hedge Trimmer
a_346;16/01/2023;Trade payables;-724.71;Alice;Hedge Trimmer
a_44;16/01/2023;Cost of merchandise, 19% input tax;400.0;Bob;Garden Hose
a_44;16/01/2023;Deductible input tax, 19%;76.0;Bob;Garden Hose
a_44;16/01/2023;Trade payables;-476.0;Bob;Garden Hose
a_593;16/01/2023;Trade payables;1556.04;David;Lawn Mower
a_593;16/01/2023;Bank (Postbank) — main account;-1556.04;David;Lawn Mower
a_595;16/01/2023;Trade payables;95.56;Max;Rake
a_595;16/01/2023;Bank (Postbank) — main account;-95.56;Max;Rake
a_675;16/01/2023;Trade payables;1146.68;David;Wheelbarrow
a_675;16/01/2023;Bank (Postbank) — main account;-1146.68;David;Wheelbarrow
b_196;16/01/2023;Cost of merchandise, 19% input tax;60.9;Max;Hedge Trimmer
b_196;16/01/2023;Deductible input tax, 19%;11.57;Max;Hedge Trimmer
b_196;16/01/2023;Trade payables;-72.47;Max;Hedge Trimmer
b_511;16/01/2023;Trade payables;23.8;Max;Garden Hose
b_511;16/01/2023;Cash-in-hand;-23.8;Max;Garden Hose
b_552;16/01/2023;Trade payables;11.9;Max;Watering Can
b_552;16/01/2023;Cash-in-hand;-11.9;Max;Watering Can
c_130;16/01/2023;Trade receivables;19.64;Bob;Watering Can
c_130;16/01/2023;Revenue, 19% VAT;-16.5;Bob;Watering Can
c_130;16/01/2023;VAT payable, 19%;-3.14;Bob;Watering Can
c_224;16/01/2023;Trade receivables;70.92;David;Garden Shears
c_224;16/01/2023;Revenue, 19% VAT;-59.6;David;Garden Shears
c_224;16/01/2023;VAT payable, 19%;-11.32;David;Garden Shears
c_480;16/01/2023;Bank (Postbank) — main account;19.64;Bob;Watering Can
c_480;16/01/2023;Trade receivables;-19.64;Bob;Watering Can
c_652;16/01/2023;Bank (Postbank) — main account;315.33;David;Wheelbarrow
c_652;16/01/2023;Trade receivables;-315.33;David;Wheelbarrow
f_91;16/01/2023;Cost of merchandise, 19% input tax;14.88;Fred;Gardening Gloves
f_91;16/01/2023;Deductible input tax, 19%;2.83;Fred;Gardening Gloves
f_91;16/01/2023;Trade payables;-17.71;Fred;Gardening Gloves
g_109;16/01/2023;Cost of merchandise, 19% input tax;1043.9;Bob;Wheelbarrow
g_109;16/01/2023;Deductible input tax, 19%;198.34;Bob;Wheelbarrow
g_109;16/01/2023;Trade payables;-1242.24;Bob;Wheelbarrow
g_195;16/01/2023;Trade payables;279.39;Fred;Garden Shears
g_195;16/01/2023;Cash-in-hand;-279.39;Fred;Garden Shears
g_227;16/01/2023;Trade payables;26.56;Bob;Gardening Gloves
g_227;16/01/2023;Cash-in-hand;-26.56;Bob;Gardening Gloves
g_77;16/01/2023;Cost of merchandise, 19% input tax;22.32;Bob;Gardening Gloves
g_77;16/01/2023;Deductible input tax, 19%;4.24;Bob;Gardening Gloves
g_77;16/01/2023;Trade payables;-26.56;Bob;Gardening Gloves
h_73;16/01/2023;Trade receivables;126.14;Bob;Rake
h_73;16/01/2023;Revenue, 19% VAT;-106.0;Bob;Rake
h_73;16/01/2023;VAT payable, 19%;-20.14;Bob;Rake
x_12;16/01/2023;Wages and salaries;568.35;Alice;Social security Charlie January
x_12;16/01/2023;Statutory social security expenses;552.15;Alice;Social security Charlie January
x_12;16/01/2023;Bank (Postbank) — main account;-1120.5;Alice;Social security Charlie January
x_15;16/01/2023;Wages and salaries;568.35;Alice;Social security David January
x_15;16/01/2023;Statutory social security expenses;552.15;Alice;Social security David January
x_15;16/01/2023;Bank (Postbank) — main account;-1120.5;Alice;Social security David January
x_3;16/01/2023;Wages and salaries;631.5;Alice;Social security Max January
x_3;16/01/2023;Statutory social security expenses;613.5;Alice;Social security Max January
x_3;16/01/2023;Bank (Postbank) — main account;-1245.0;Alice;Social security Max January
x_6;16/01/2023;Wages and salaries;631.5;Alice;Social security Alice January
x_6;16/01/2023;Statutory social security expenses;613.5;Alice;Social security Alice January
x_6;16/01/2023;Bank (Postbank) — main account;-1245.0;Alice;Social security Alice January
x_9;16/01/2023;Wages and salaries;631.5;Alice;Social security Bob January
x_9;16/01/2023;Statutory social security expenses;613.5;Alice;Social security Bob January
x_9;16/01/2023;Bank (Postbank) — main account;-1245.0;Alice;Social security Bob January
a_173;17/01/2023;Cost of merchandise, 19% input tax;118.3;Bob;Shovel
a_173;17/01/2023;Deductible input tax, 19%;22.48;Bob;Shovel
a_173;17/01/2023;Trade payables;-140.78;Bob;Shovel
a_309;17/01/2023;Cost of merchandise, 19% input tax;2988.8;David;Lawn Mower
a_309;17/01/2023;Deductible input tax, 19%;567.87;David;Lawn Mower
a_309;17/01/2023;Trade payables;-3556.67;David;Lawn Mower
a_744;17/01/2023;Trade payables;7.38;Max;Gardening Gloves
a_744;17/01/2023;Bank — secondary account;-7.38;Max;Gardening Gloves
b_170;17/01/2023;Cost of merchandise, 19% input tax;64.9;Alice;Leaf Blower
b_170;17/01/2023;Deductible input tax, 19%;12.33;Alice;Leaf Blower
b_170;17/01/2023;Trade payables;-77.23;Alice;Leaf Blower
b_727;17/01/2023;Trade payables;222.29;Alice;Lawn Mower
b_727;17/01/2023;Cash-in-hand;-222.29;Alice;Lawn Mower
b_99;17/01/2023;Cost of merchandise, 19% input tax;20.0;Bob;Garden Hose
b_99;17/01/2023;Deductible input tax, 19%;3.8;Bob;Garden Hose
b_99;17/01/2023;Trade payables;-23.8;Bob;Garden Hose
c_283;17/01/2023;Trade receivables;733.56;Bob;Lawn Mower
c_283;17/01/2023;Revenue, 19% VAT;-616.44;Bob;Lawn Mower
c_283;17/01/2023;VAT payable, 19%;-117.12;Bob;Lawn Mower
c_369;17/01/2023;Bank (Postbank) — main account;127.44;David;Leaf Blower
c_369;17/01/2023;Trade receivables;-127.44;David;Leaf Blower
c_692;17/01/2023;Bank (Postbank) — main account;157.66;Bob;Wheelbarrow
c_692;17/01/2023;Trade receivables;-157.66;Bob;Wheelbarrow
a_377;18/01/2023;Cost of merchandise, 19% input tax;144.48;Bob;Garden Shears
a_377;18/01/2023;Deductible input tax, 19%;27.45;Bob;Garden Shears
a_377;18/01/2023;Trade payables;-171.93;Bob;Garden Shears
a_43;18/01/2023;Cost of merchandise, 19% input tax;121.8;Bob;Hedge Trimmer
a_43;18/01/2023;Deductible input tax, 19%;23.14;Bob;Hedge Trimmer
a_43;18/01/2023;Trade payables;-144.94;Bob;Hedge Trimmer
a_560;18/01/2023;Trade payables;25.09;Bob;Gardening Gloves
a_560;18/01/2023;Bank (Postbank) — main account;-25.09;Bob;Gardening Gloves
a_894;18/01/2023;Trade payables;955.57;Alice;Wheelbarrow
a_894;18/01/2023;Bank (Postbank) — main account;-955.57;Alice;Wheelbarrow
b_188;18/01/2023;Cost of merchandise, 19% input tax;80.3;Bob;Wheelbarrow
b_188;18/01/2023;Deductible input tax, 19%;15.26;Bob;Wheelbarrow
b_188;18/01/2023;Trade payables;-95.56;Bob;Wheelbarrow
b_238;18/01/2023;Cost of merchandise, 19% input tax;16.06;Alice;Rake
b_238;18/01/2023;Deductible input tax, 19%;3.05;Alice;Rake
b_238;18/01/2023;Trade payables;-19.11;Alice;Rake
c_80;18/01/2023;Trade receivables;39.27;David;Garden Hose
c_80;18/01/2023;Revenue, 19% VAT;-33.0;David;Garden Hose
c_80;18/01/2023;VAT payable, 19%;-6.27;David;Garden Hose
f_272;18/01/2023;Trade payables;190.4;Charlie;Garden Hose
f_272;18/01/2023;Bank (Postbank) — main account;-190.4;Charlie;Garden Hose
h_56;18/01/2023;Trade receivables;4.88;Bob;Gardening Gloves
h_56;18/01/2023;Revenue, 19% VAT;-4.1;Bob;Gardening Gloves
h_56;18/01/2023;VAT payable, 19%;-0.78;Bob;Gardening Gloves
i_47;18/01/2023;Trade receivables;157.66;Charlie;Wheelbarrow
i_47;18/01/2023;Revenue, 19% VAT;-132.49;Charlie;Wheelbarrow
i_47;18/01/2023;VAT payable, 19%;-25.17;Charlie;Wheelbarrow
x_21;18/01/2023;Other vehicle costs;780.0;Max;Vehicle costs January
x_21;18/01/2023;Deductible input tax, 19%;148.2;Max;Vehicle costs January
x_21;18/01/2023;Cash-in-hand;-928.2;Max;Vehicle costs January
a_57;19/01/2023;Cost of merchandise, 19% input tax;60.9;Max;Hedge Trimmer
a_57;19/01/2023;Deductible input tax, 19%;11.57;Max;Hedge Trimmer
a_57;19/01/2023;Trade payables;-72.47;Max;Hedge Trimmer
a_805;19/01/2023;Trade payables;363.12;Bob;Rake
a_805;19/01/2023;Bank (Postbank) — main account;-363.12;Bob;Rake
a_824;19/01/2023;Trade payables;1004.0;David;Leaf Blower
a_824;19/01/2023;Bank (Postbank) — main account;-1004.0;David;Leaf Blower
a_846;19/01/2023;Trade payables;724.71;Alice;Hedge Trimmer
a_846;19/01/2023;Bank (Postbank) — main account;-724.71;Alice;Hedge Trimmer
a_866;19/01/2023;Trade payables;4445.84;Alice;Lawn Mower
a_866;19/01/2023;Bank (Postbank) — main account;-4445.84;Alice;Lawn Mower
a_889;19/01/2023;Trade payables;133.78;Bob;Rake
a_889;19/01/2023;Bank (Postbank) — main account;-133.78;Bob;Rake
b_202;19/01/2023;Cost of merchandise, 19% input tax;20.0;David;Garden Hose
b_202;19/01/2023;Deductible input tax, 19%;3.8;David;Garden Hose
b_202;19/01/2023;Trade payables;-23.8;David;Garden Hose
b_229;19/01/2023;Cost of merchandise, 19% input tax;16.9;Bob;Shovel
b_229;19/01/2023;Deductible input tax, 19%;3.21;Bob;Shovel
b_229;19/01/2023;Trade payables;-20.11;Bob;Shovel
b_425;19/01/2023;Trade payables;95.56;Max;Wheelbarrow
b_425;19/01/2023;Cash-in-hand;-95.56;Max;Wheelbarrow
b_51;19/01/2023;Cost of merchandise, 19% input tax;1.24;Max;Gardening Gloves
b_51;19/01/2023;Deductible input tax, 19%;0.24;Max;Gardening Gloves
b_51;19/01/2023;Trade payables;-1.48;Max;Gardening Gloves
b_602;19/01/2023;Trade payables;23.8;David;Garden Hose
b_602;19/01/2023;Cash-in-hand;-23.8;David;Garden Hose
b_647;19/01/2023;Trade payables;23.8;Alice;Garden Hose
b_647;19/01/2023;Cash-in-hand;-23.8;Alice;Garden Hose
c_499;19/01/2023;Bank (Postbank) — main account;31.54;Bob;Rake
c_499;19/01/2023;Trade receivables;-31.54;Bob;Rake
f_285;19/01/2023;Trade payables;178.5;Max;Watering Can
f_285;19/01/2023;Bank (Postbank) — main account;-178.5;Max;Watering Can
f_334;19/01/2023;Trade payables;4445.84;Max;Lawn Mower
f_334;19/01/2023;Cash-in-hand;-4445.84;Max;Lawn Mower
g_158;19/01/2023;Trade payables;222.29;Fred;Lawn Mower
g_158;19/01/2023;Cash-in-hand;-222.29;Fred;Lawn Mower
g_29;19/01/2023;Cost of merchandise, 19% input tax;1525.7;Fred;Wheelbarrow
g_29;19/01/2023;Deductible input tax, 19%;289.88;Fred;Wheelbarrow
g_29;19/01/2023;Trade payables;-1815.58;Fred;Wheelbarrow
g_7;19/01/2023;Cost of merchandise, 19% input tax;70.0;Charlie;Watering Can
g_7;19/01/2023;Deductible input tax, 19%;13.3;Charlie;Watering Can
g_7;19/01/2023;Trade payables;-83.3;Charlie;Watering Can
x_22;19/01/2023;Advertising expenses;1200.0;Alice;Advertising January
x_22;19/01/2023;Deductible input tax, 19%;228.0;Alice;Advertising January
x_22;19/01/2023;Bank (Postbank) — main account;-1428.0;Alice;Advertising January
a_13;20/01/2023;Cost of merchandise, 19% input tax;642.4;David;Wheelbarrow
a_13;20/01/2023;Deductible input tax, 19%;122.06;David;Wheelbarrow
a_13;20/01/2023;Trade payables;-764.46;David;Wheelbarrow
a_36;20/01/2023;Cost of merchandise, 19% input tax;3362.4;Bob;Lawn Mower
a_36;20/01/2023;Deductible input tax, 19%;638.86;Bob;Lawn Mower
a_36;20/01/2023;Trade payables;-4001.26;Bob;Lawn Mower
b_14;20/01/2023;Cost of merchandise, 19% input tax;20.0;David;Garden Hose
b_14;20/01/2023;Deductible input tax, 19%;3.8;David;Garden Hose
b_14;20/01/2023;Trade payables;-23.8;David;Garden Hose
b_152;20/01/2023;Cost of merchandise, 19% input tax;10.0;Max;Watering Can
b_152;20/01/2023;Deductible input tax, 19%;1.9;Max;Watering Can
b_152;20/01/2023;Trade payables;-11.9;Max;Watering Can
b_247;20/01/2023;Cost of merchandise, 19% input tax;20.0;Alice;Garden Hose
b_247;20/01/2023;Deductible input tax, 19%;3.8;Alice;Garden Hose
b_247;20/01/2023;Trade payables;-23.8;Alice;Garden Hose
b_570;20/01/2023;Trade payables;77.23;Alice;Leaf Blower
b_570;20/01/2023;Cash-in-hand;-77.23;Alice;Leaf Blower
b_588;20/01/2023;Trade payables;95.56;Bob;Wheelbarrow
b_588;20/01/2023;Cash-in-hand;-95.56;Bob;Wheelbarrow
b_649;20/01/2023;Trade payables;20.11;Max;Shovel
b_649;20/01/2023;Cash-in-hand;-20.11;Max;Shovel
c_149;20/01/2023;Trade receivables;31.54;Bob;Rake
c_149;20/01/2023;Revenue, 19% VAT;-26.5;Bob;Rake
c_149;20/01/2023;VAT payable, 19%;-5.04;Bob;Rake
c_574;20/01/2023;Bank (Postbank) — main account;70.92;David;Garden Shears
c_574;20/01/2023;Trade receivables;-70.92;David;Garden Shears
f_131;20/01/2023;Cost of merchandise, 19% input tax;1120.8;Charlie;Lawn Mower
f_131;20/01/2023;Deductible input tax, 19%;212.95;Charlie;Lawn Mower
f_131;20/01/2023;Trade payables;-1333.75;Charlie;Lawn Mower
f_331;20/01/2023;Trade payables;1333.75;Charlie;Lawn Mower
f_331;20/01/2023;Bank (Postbank) — main account;-1333.75;Charlie;Lawn Mower
f_56;20/01/2023;Cost of merchandise, 19% input tax;730.8;Bob;Hedge Trimmer
f_56;20/01/2023;Deductible input tax, 19%;138.85;Bob;Hedge Trimmer
f_56;20/01/2023;Trade payables;-869.65;Bob;Hedge Trimmer
h_173;20/01/2023;Bank (Postbank) — main account;126.14;Bob;Rake
h_173;20/01/2023;Trade receivables;-126.14;Bob;Rake
i_77;20/01/2023;Cash-in-hand;366.78;Fred;Lawn Mower
i_77;20/01/2023;Trade receivables;-366.78;Fred;Lawn Mower
a_102;23/01/2023;Cost of merchandise, 19% input tax;908.6;David;Leaf Blower
a_102;23/01/2023;Deductible input tax, 19%;172.63;David;Leaf Blower
a_102;23/01/2023;Trade payables;-1081.23;David;Leaf Blower
